ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
103969,4,100002,My bosses  provide guidance about generating revenue,3.6
103970,3.2,100014,My bosses do not support our strategy,3.5
103971,4.8,100001,My peers  communicate about our strategy,4
103972,3.8,100004,My bosses  communicate about providing better service,3.9
103973,4.7,100011,My bosses  communicate about our strategy,4.1
103974,3.6,100004,My peers  listen to me on providing better service,4.7
103975,4.2,100002,My bosses  listen to me on our strategy,4.2
103976,4.2,100013,My peers  listen to me on our vision of the future,4.4
103977,3.4,100009,My peers  communicate about providing better service,3.4
103978,3.1,100001,My peers  listen to me on our vision of the future,4.1
103979,4,100004,My bosses  provide guidance about our strategy,3.2
103980,3.1,100013,My bosses  provide guidance about our vision of the future,4.9
103981,4.9,100014,My bosses  listen to me on our vision of the future,3.4
103982,3.3,100004,My bosses do not support generating revenue,4.3
103983,4.3,100007,My bosses  support generating revenue,4.1
103984,3.6,100003,My bosses do not provide guidance about our vision of the future,3.5
103985,3,100001,My peers  listen to me on our vision of the future,3.4
103986,4.9,100012,My bosses  provide guidance about our vision of the future,3.8
103987,3,100008,My bosses  support our vision of the future,4.2
103988,3.2,100005,My peers do not support providing better service,3.1
103989,3,100014,My bosses  provide guidance about our strategy,4.1
103990,3.3,100011,My bosses do not provide guidance about our vision of the future,3.5
103991,4.1,100013,My peers  communicate about our strategy,3.4
103992,4.4,100008,My bosses do not support our vision of the future,3.2
103993,3,100009,My peers do not provide guidance about our vision of the future,4.4
103994,4.4,100011,My peers  support our vision of the future,3.8
103995,4.8,100001,My bosses  communicate about providing better service,4.4
103996,3.6,100012,My bosses do not provide guidance about our strategy,3.4
103997,4.6,100010,My bosses do not support generating revenue,3.4
103998,3.8,100014,My peers do not listen to me on our strategy,3.9
103999,4.3,100014,My bosses  provide guidance about providing better service,4.5
104000,3.4,100013,My peers do not communicate about our vision of the future,3
104001,4,100007,My bosses do not provide guidance about our vision of the future,3.6
104002,3.1,100005,My peers  provide guidance about generating revenue,3.4
104003,3.6,100005,My peers  communicate about providing better service,4.8
104004,4.1,100007,My bosses do not provide guidance about our vision of the future,4.5
104005,4.3,100008,My peers  provide guidance about our strategy,3.8
104006,4.4,100012,My bosses do not communicate about generating revenue,4.7
104007,3.6,100004,My peers  support our strategy,4.1
104008,4,100004,My peers do not listen to me on generating revenue,4.8
104009,3.1,100007,My bosses  provide guidance about our strategy,4.5
104010,4.4,100007,My bosses do not communicate about our strategy,4.8
104011,3.1,100007,My peers  listen to me on our strategy,3.2
104012,4.5,100012,My peers  support generating revenue,3.3
104013,4.6,100002,My peers do not communicate about providing better service,3.9
104014,4.9,100009,My bosses  communicate about our strategy,3.2
104015,4.6,100006,My bosses  support generating revenue,4.7
104016,3.3,100006,My peers  support providing better service,3.6
104017,4.1,100008,My peers  communicate about our vision of the future,3.6
104018,4,100013,My peers do not listen to me on our strategy,3.5
104019,3.9,100013,My bosses  communicate about our strategy,4.9
104020,4.1,100012,My peers do not provide guidance about our vision of the future,3.3
104021,3.8,100010,My bosses do not provide guidance about our strategy,3.8
104022,3.1,100001,My bosses  provide guidance about generating revenue,4
104023,3.4,100013,My peers  support generating revenue,3
104024,4.8,100002,My bosses do not support our vision of the future,4.3
104025,3.6,100001,My peers  support generating revenue,4.5
104026,4.4,100012,My peers do not listen to me on our vision of the future,3.2
104027,4.6,100008,My bosses  support our strategy,4.7
104028,4.4,100008,My bosses  communicate about generating revenue,3.7
104029,3.7,100007,My peers do not support our vision of the future,3.9
104030,4.2,100004,My peers  provide guidance about our vision of the future,3.6
104031,4.1,100009,My bosses do not listen to me on generating revenue,4.4
104032,4.8,100009,My bosses do not listen to me on providing better service,4.4
104033,3.7,100011,My peers  support generating revenue,4.6
104034,4.2,100004,My peers  listen to me on our strategy,3.5
104035,4.3,100007,My bosses do not communicate about generating revenue,4.6
104036,4.5,100010,My bosses  communicate about generating revenue,3.6
104037,3.6,100011,My peers  listen to me on our strategy,4.8
104038,4.6,100002,My bosses  communicate about our vision of the future,4
104039,4,100011,My bosses  communicate about our vision of the future,4.4
104040,4.7,100006,My peers do not support providing better service,4.6
104041,4.5,100001,My peers do not communicate about our vision of the future,4.2
104042,3.7,100005,My peers  support our vision of the future,3.9
104043,3.4,100003,My bosses  provide guidance about providing better service,3.5
104044,3.5,100003,My peers do not provide guidance about our strategy,4.3
104045,3,100013,My bosses  support providing better service,3.1
104046,4.2,100009,My peers do not provide guidance about generating revenue,4.8
104047,4.8,100002,My peers  support providing better service,3.7
104048,3.9,100006,My bosses do not listen to me on our vision of the future,4.9
104049,3.3,100010,My peers  communicate about our vision of the future,4.3
104050,3.4,100012,My bosses do not provide guidance about generating revenue,4.5
104051,3.9,100013,My bosses  communicate about our vision of the future,3
104052,3.9,100013,My bosses  communicate about providing better service,3.3
104053,4.7,100007,My peers do not communicate about our vision of the future,4.2
104054,4.9,100011,My bosses do not provide guidance about our strategy,3.3
104055,4.5,100005,My bosses  support providing better service,4.5
104056,4.3,100009,My bosses  provide guidance about our strategy,4.6
104057,4.3,100002,My bosses do not support generating revenue,3.9
104058,4.2,100012,My bosses do not provide guidance about our strategy,3
104059,4.8,100013,My peers do not support providing better service,3.8
104060,4.1,100007,My bosses  provide guidance about our strategy,4.5
104061,4.3,100004,My peers do not support generating revenue,3.3
104062,4.1,100012,My bosses do not listen to me on our vision of the future,3.5
104063,3.5,100007,My bosses do not communicate about our strategy,3.5
104064,4.3,100011,My peers  provide guidance about providing better service,4.2
104065,4.9,100002,My bosses do not provide guidance about our strategy,3.7
104066,4.3,100012,My bosses  support providing better service,4.8
104067,4.8,100007,My bosses do not listen to me on generating revenue,4.1
104068,3.6,100008,My peers  support providing better service,3.5
104069,3,100009,My bosses do not communicate about our vision of the future,4.2
104070,4.5,100010,My bosses  support providing better service,3.2
104071,3.3,100010,My peers do not communicate about providing better service,3.9
104072,3.7,100011,My bosses do not listen to me on our strategy,4.1
104073,3.3,100010,My peers  provide guidance about generating revenue,3.5
104074,4.3,100007,My peers do not provide guidance about our vision of the future,4.9
104075,3.5,100008,My bosses  listen to me on our strategy,4.2
104076,4.4,100008,My bosses do not communicate about providing better service,3.9
104077,3.4,100008,My bosses do not provide guidance about providing better service,3
104078,3.3,100008,My peers do not support generating revenue,3.9
104079,3.6,100005,My bosses do not provide guidance about generating revenue,3.1
104080,3.7,100007,My bosses do not provide guidance about our strategy,3.8
104081,4.4,100009,My bosses do not support providing better service,3.7
104082,3,100010,My peers  listen to me on generating revenue,4.9
104083,4.4,100009,My peers  support our vision of the future,4.6
104084,4.1,100005,My peers do not support providing better service,3.6
104085,3.1,100002,My peers  communicate about our strategy,4.1
104086,3.4,100007,My peers do not support our strategy,4.4
104087,4,100013,My bosses  listen to me on generating revenue,4.7
104088,3.6,100014,My bosses  provide guidance about generating revenue,3
104089,4.3,100004,My peers  listen to me on generating revenue,3.3
104090,3.3,100006,My peers  provide guidance about our strategy,4.6
104091,4.8,100007,My peers do not communicate about providing better service,4.1
104092,4.1,100007,My bosses do not provide guidance about generating revenue,4.2
104093,3.2,100009,My bosses do not provide guidance about our vision of the future,4.4
104094,3.8,100013,My bosses do not provide guidance about providing better service,3
104095,3.1,100012,My bosses  communicate about our vision of the future,4.3
104096,4.3,100002,My peers  listen to me on providing better service,3.3
104097,3.6,100012,My peers do not communicate about generating revenue,4.8
104098,3.4,100007,My bosses do not support providing better service,3.9
104099,4.9,100002,My peers do not support our vision of the future,4.6
104100,4.8,100001,My bosses  support generating revenue,4
104101,3.1,100010,My peers do not provide guidance about our strategy,3.5
104102,3.1,100001,My bosses do not support our vision of the future,4.5
104103,4.7,100012,My bosses  listen to me on generating revenue,4.4
104104,4.4,100002,My peers do not listen to me on our strategy,3.8
104105,3.4,100011,My peers  provide guidance about generating revenue,4.4
